movie_title,director_name,num_user_for_reviews,language,country,title_year,imdb_score,aspect_ratio,movie_facebook_likes,director_facebook_likes,actor_3_facebook_likes,actor_2_facebook_likes,actor_1_facebook_likes,actor_3_name,actor_2_name,actor_1_name,num_voted_users,cast_total_facebook_likes,budget
Event Horizon ,Paul W.S. Anderson,857,English,UK,1997,6.7,2.35,10000,545,552,585,722,Kathleen Quinlan,Joely Richardson,Sean Pertwee,120416,2525,60000000
The Avengers ,Joss Whedon,1722,English,USA,2012,8.1,1.85,123000,0,19000,21000,26000,Scarlett Johansson,Robert Downey Jr.,Chris Hemsworth,995415,87697,220000000
Dragonfly ,Tom Shadyac,243,English,USA,2002,6.1,2.35,0,293,256,265,780,Matt Craven,Susanna Thompson,Joe Morton,31788,2109,60000000
The Black Dahlia ,Brian De Palma,644,English,Germany,2006,5.6,2.35,0,0,854,972,19000,Mike Starr,Mia Kirshner,Scarlett Johansson,63363,22833,50000000
Flyboys ,Tony Bill,247,English,UK,2006,6.6,2.35,2000,23,579,779,11000,Philip Winchester,Tyler Labine,James Franco,35565,12634,60000000
The Last Castle ,Rod Lurie,281,English,USA,2001,6.9,2.35,0,37,507,848,968,Michael Irby,Delroy Lindo,Clifton Collins Jr.,57100,3012,60000000
Supernova ,Walter Hill,282,English,USA,2000,4.8,2.35,589,394,68,290,889,Vanessa Marshall,Wilson Cruz,Robert Forster,14596,1262,65000000
Winter's Tale ,Akiva Goldsman,126,English,USA,2014,6.2,2.35,17000,167,778,882,20000,Kevin Corrigan,William Hurt,Matt Bomer,41288,22447,60000000
The Mortal Instruments: City of Bones ,Harald Zwart,457,English,USA,2013,6,2.35,44000,91,1000,2000,5000,CCH Pounder,Kevin Zegers,Aidan Turner,107028,10247,60000000
Meet Dave ,Brian Robbins,109,English,USA,2008,4.9,1.85,791,48,196,400,973,Shawn Christian,Mike O'Malley,Marc Blucas,31640,1865,60000000
Dark Water ,Walter Salles,411,English,USA,2005,5.6,2.35,0,179,87,329,794,Ariel Gade,Camryn Manheim,Dougray Scott,44966,1467,30000000
Edtv ,Ron Howard,195,English,USA,1999,6.1,1.85,641,2000,1000,1000,11000,Clint Howard,Adam Goldberg,Matthew McConaughey,35599,15275,55000000
Inkheart ,Iain Softley,110,English,Germany,2008,6.1,2.35,0,34,466,1000,3000,Jamie Foreman,Stephen Graham,Brendan Fraser,60232,5329,60000000
The Spirit ,Frank Miller,290,English,USA,2008,4.8,2.35,2000,436,437,961,19000,Louis Lombardi,Jaime King,Scarlett Johansson,53864,20881,60000000
Mortdecai ,David Koepp,188,English,UK,2015,5.5,2.35,12000,192,280,2000,40000,Ulrich Thomsen,Olivia Munn,Johnny Depp,47320,42683,60000000
In the Name of the King: A Dungeon Siege Tale ,Uwe Boll,368,English,Germany,2007,3.8,2.35,0,892,102,368,26000,Tania Saulnier,Mike Dopud,Jason Statham,38398,26564,60000000
Beyond Borders ,Martin Campbell,156,English,USA,2003,6.5,2.35,0,258,617,708,11000,Noah Emmerich,Teri Polo,Angelina Jolie Pitt,22570,12947,35000000
Xi you ji zhi: Sun Wukong san da Baigu Jing ,Pou-Soi Cheang,9,English,China,2016,6,2.35,426,3,22,107,879,Eddie Peng,Aaron Kwok,Li Gong,1212,1026,68005000
The Great Raid ,John Dahl,183,Filipino,USA,2005,6.7,2.35,0,131,242,298,11000,Paolo Montalban,Clayne Crawford,James Franco,18209,12133,80000000
Deadpool ,Tim Miller,1058,English,USA,2016,8.1,2.35,117000,84,361,805,16000,Stefan Kapicic,Ed Skrein,Ryan Reynolds,479047,18239,58000000
Holy Man ,Stephen Herek,88,English,USA,1998,4.9,2.35,296,65,440,730,743,Eric McCormack,Morgan Fairchild,Kelly Preston,16260,2367,60000000
American Sniper ,Clint Eastwood,916,English,USA,2014,7.3,2.35,112000,16000,318,962,14000,Keir O'Donnell,Leonard Roberts,Bradley Cooper,325264,16277,58800000
Goosebumps ,Rob Letterman,154,English,USA,2015,6.4,2.35,35000,11,543,1000,2000,Ken Marino,Dylan Minnette,Odeya Rush,47968,5497,58000000
"Sabrina, the Teenage Witch             ",,94,English,USA,,6.6,1.33,990,,271,558,870,Caroline Rhea,Soleil Moon Frye,Nate Richert,24420,2433,3000000
Just Like Heaven ,Mark Waters,263,English,USA,2005,6.7,1.85,0,70,512,834,970,Willie Garson,Ivana Milicevic,Jon Heder,82819,2876,58000000
The Flintstones in Viva Rock Vegas ,Brian Levant,85,English,USA,2000,3.6,1.85,500,32,809,891,1000,Danny Woodburn,Mark Addy,Taylor Negron,15517,6299,60000000
Rambo III ,Peter MacDonald,171,English,USA,1988,5.7,2.35,2000,10,349,1000,13000,Richard Crenna,Kurtwood Smith,Sylvester Stallone,92106,14574,63000000
Leatherheads ,George Clooney,120,English,USA,2008,6,1.85,472,0,110,117,142,Matt Bushell,Malcolm Goodwin,Robert Baker,27664,589,58000000
The Ridiculous 6 ,Frank Coraci,143,English,USA,2015,4.9,2.35,0,153,11000,11000,12000,Jon Lovitz,Adam Sandler,Taylor Lautner,27019,36167,
Did You Hear About the Morgans? ,Marc Lawrence,121,English,USA,2009,4.7,2.35,0,30,727,935,963,Kevin Brown,Kim Shaw,Michael Kelly,29523,3150,58000000
The Internship ,Shawn Levy,281,English,USA,2013,6.3,2.35,22000,189,839,847,1000,Rob Riggle,Jessica Szohr,Josh Gad,159931,5081,58000000
Resident Evil: Afterlife ,Paul W.S. Anderson,410,English,Germany,2010,5.9,2.35,19000,545,529,1000,14000,Shawn Roberts,Boris Kodjoe,Milla Jovovich,131447,16098,60000000
Red Tails ,Anthony Hemingway,273,English,USA,2012,5.9,2.35,0,143,519,664,1000,Tristan Mack Wilds,Nate Parker,David Oyelowo,28807,4416,58000000
Sex and the City             ,,238,English,USA,,7,1.33,0,,479,722,962,Cynthia Nixon,Kristin Davis,Chris Noth,80025,2558,
The Devil's Advocate ,Taylor Hackford,431,English,USA,1997,7.5,2.35,11000,138,9000,14000,18000,Charlize Theron,Al Pacino,Keanu Reeves,259519,45271,57000000
That's My Boy ,Sean Anders,198,English,USA,2012,5.6,2.35,12000,51,622,3000,11000,Will Forte,Leighton Meester,Adam Sandler,70681,16484,70000000
DragonHeart ,Rob Cohen,139,English,USA,1996,6.4,2.35,0,357,40,663,2000,Terry O'Neill,Brian Thompson,Dennis Quaid,78343,2710,57000000
After the Sunset ,Brett Ratner,147,English,USA,2004,6.3,2.35,782,420,455,3000,4000,Chris Penn,Don Cheadle,Salma Hayek,38298,9814,58000000
Ghost Rider: Spirit of Vengeance ,Mark Neveldine,331,English,USA,2011,4.3,2.35,18000,83,1000,1000,12000,Christopher Lambert,Spencer Wilding,Nicolas Cage,87745,16121,57000000
Captain Corelli's Mandolin ,John Madden,220,English,UK,2001,5.9,2.35,0,108,58,243,23000,Mihalis Giannatos,Irene Papas,Christian Bale,28099,23325,57000000
Anger Management             ,,54,English,USA,,6.7,16,0,,676,701,883,Brian Austin Green,Noureen DeWulf,Barry Corbin,26992,4115,
The Pacifier ,Adam Shankman,225,English,Canada,2005,5.5,2.35,0,163,650,799,14000,Tate Donovan,Brad Garrett,Vin Diesel,66308,16884,56000000
Walking Tall ,Kevin Bray,221,English,USA,2004,6.2,2.35,0,10,348,795,12000,Michael Bowen,Ashley Scott,Dwayne Johnson,53118,14146,56000000
Forrest Gump ,Robert Zemeckis,1398,English,USA,1994,8.8,2.35,59000,0,194,294,15000,Sam Anderson,Siobhan Fallon Hogan,Tom Hanks,1251222,15700,55000000
Alvin and the Chipmunks ,Tim Hill,146,English,USA,2007,5.2,1.85,0,25,639,718,1000,Matthew Gray Gubler,Beth Riesgraf,Jesse McCartney,57276,2847,60000000
Meet the Parents ,Jay Roach,507,English,USA,2000,7,1.85,0,116,708,713,22000,Teri Polo,Blythe Danner,Robert De Niro,260442,24286,55000000
Pocahontas ,Mike Gabriel,216,English,USA,1995,6.6,1.78,0,12,752,2000,23000,Irene Bedard,Frank Welker,Christian Bale,119675,26754,55000000
Superman ,Richard Donner,497,English,USA,1978,7.3,2.35,0,503,467,593,10000,Ned Beatty,Margot Kidder,Marlon Brando,126357,12940,55000000
The Nutty Professor ,Tom Shadyac,99,English,USA,1996,5.6,1.85,960,293,744,773,851,Dave Chappelle,James Coburn,Jada Pinkett Smith,86556,3155,54000000
Hitch ,Andy Tennant,372,English,USA,2005,6.6,2.35,0,72,681,975,10000,Kevin Sussman,Michael Rapaport,Will Smith,244840,13426,70000000
George of the Jungle ,Sam Weisman,103,English,USA,1997,5.4,1.85,5000,39,458,562,3000,Holland Taylor,Abraham Benrubi,Brendan Fraser,56168,4518,55000000
American Wedding ,Jesse Dylan,332,English,USA,2003,6.3,2.35,0,58,729,864,3000,Fred Willard,Thomas Ian Nicholas,Alyson Hannigan,162331,5713,55000000
Captain Phillips ,Paul Greengrass,527,English,USA,2013,7.9,2.35,65000,521,186,535,15000,Michael Chernus,Chris Mulkey,Tom Hanks,323353,16281,55000000
Date Night ,Shawn Levy,207,English,USA,2010,6.3,2.35,0,189,7000,11000,15000,Steve Carell,James Franco,Mila Kunis,127571,39822,55000000
Casper ,Brad Silberling,92,English,USA,1995,6,1.85,0,52,394,419,795,Cathy Moriarty,Fred Rogers,Eric Idle,85903,2638,50000000
The Equalizer ,Antoine Fuqua,436,English,USA,2014,7.2,2.35,56000,845,683,17000,18000,James Wilcox,Chloë Grace Moretz,Denzel Washington,229574,37605,55000000
Maid in Manhattan ,Wayne Wang,242,English,USA,2002,5.1,2.35,0,61,708,827,5000,Natasha Richardson,Frances Conroy,Bob Hoskins,68417,7184,55000000
Crimson Tide ,Tony Scott,194,English,USA,1995,7.3,2.35,0,12000,665,10000,18000,Ricky Schroder,Viggo Mortensen,Denzel Washington,81026,30132,53000000
The Pursuit of Happyness ,Gabriele Muccino,611,English,USA,2006,8,2.35,32000,125,168,617,10000,James Karen,Kurt Fuller,Will Smith,338383,11036,55000000
Flightplan ,Robert Schwentke,600,English,USA,2005,6.2,2.35,0,124,354,507,931,Haley Ramm,Michael Irby,Erika Christensen,126746,2287,55000000
Disclosure ,Barry Levinson,95,English,USA,1994,6,2.35,0,272,383,812,2000,Roma Maffia,Dylan Baker,Demi Moore,36587,3888,55000000
City of Angels ,Brad Silberling,322,English,Germany,1998,6.7,2.35,0,52,539,702,12000,Colm Feore,Andre Braugher,Nicolas Cage,94407,13905,55000000
Kill Bill: Vol. 1 ,Quentin Tarantino,2105,English,USA,2003,8.1,2.35,13000,16000,640,890,926,Chiaki Kuriyama,Vivica A. Fox,David Carradine,735784,3983,30000000
Bowfinger ,Frank Oz,358,English,USA,1999,6.4,1.37,0,0,490,860,21000,Jamie Kennedy,Adam Alexi-Malle,Robert Downey Jr.,56874,22458,55000000
Stargate SG-1             ,,181,English,USA,,8.4,1.33,0,,72,440,847,Gary Jones,Don S. Davis,Christopher Judge,63982,1359,1400000
Kill Bill: Vol. 2 ,Quentin Tarantino,935,English,USA,2004,8,2.35,0,16000,348,387,890,Michael Bowen,Michael Parks,Vivica A. Fox,512749,1959,30000000
Tango & Cash ,Andrey Konchalovskiy,149,English,USA,1989,6.3,2.35,0,96,403,549,13000,Brion James,Jack Palance,Sylvester Stallone,75365,14432,55000000
Death Becomes Her ,Robert Zemeckis,173,English,USA,1992,6.4,1.85,8000,0,812,11000,13000,Isabella Rossellini,Meryl Streep,Bruce Willis,78974,25599,55000000
Shanghai Noon ,Tom Dey,293,English,USA,2000,6.6,2.35,0,9,95,110,485,Kate Luyben,Jason Connery,Xander Berkeley,96690,939,55000000
Executive Decision ,Stuart Baird,144,English,USA,1996,6.4,2.35,0,53,263,780,1000,J.T. Walsh,Joe Morton,Oliver Platt,40858,2916,55000000
Mr. Popper's Penguins ,Mark Waters,108,English,USA,2011,6,1.85,14000,70,497,549,1000,Philip Baker Hall,Ophelia Lovibond,Madeline Carroll,67191,2820,55000000
The Forbidden Kingdom ,Rob Minkoff,279,English,USA,2008,6.6,2.35,0,50,947,962,5000,Michael Angarano,Thomas McDonell,Jet Li,88049,7247,55000000
Free Birds ,Jimmy Hayward,73,English,USA,2013,5.9,1.85,0,39,562,591,1000,Dan Fogler,Carlos Ponce,Amy Poehler,18042,3104,55000000
Alien 3 ,David Fincher,776,English,USA,1992,6.4,2.35,0,21000,243,273,534,Paul McGann,Holt McCallany,Charles S. Dutton,207686,1543,50000000
Evita ,Alan Parker,194,English,USA,1996,6.3,2.35,0,317,34,40,57,Peter Polycarpou,Jimmy Nail,Andrea Corr,29205,164,55000000
Ronin ,John Frankenheimer,572,English,UK,1998,7.3,2.35,0,287,135,2000,22000,Michael Lonsdale,Natascha McElhone,Robert De Niro,145422,24270,55000000
The Ghost and the Darkness ,Stephen Hopkins,155,English,USA,1996,6.8,2.35,0,81,163,416,1000,Om Puri,Bernard Hill,Tom Wilkinson,46239,1752,55000000
Paddington ,Paul King,174,English,UK,2014,7.2,2.35,30000,17,594,722,838,Sally Hawkins,Matt Lucas,Julie Walters,49207,3697,55000000
The Watch ,Akiva Schaffer,207,English,USA,2012,5.7,2.35,15000,82,537,591,622,Rosemarie DeWitt,Nicholas Braun,Will Forte,104066,2488,68000000
The Hunted ,William Friedkin,321,English,USA,2003,6,1.85,0,607,215,518,933,Rex Linn,Jenna Boyd,Connie Nielsen,35830,2248,55000000
Instinct ,Jon Turteltaub,232,English,USA,1999,6.5,2.35,0,226,241,509,12000,John Ashton,Maura Tierney,Anthony Hopkins,27191,13406,55000000
Stuck on You ,Bobby Farrelly,154,English,USA,2003,5.8,2.35,0,101,327,390,13000,Seymour Cassel,Terence Bernie Hines,Matt Damon,44453,14036,55000000
Semi-Pro ,Kent Alterman,119,English,USA,2008,5.8,2.35,0,3,490,509,8000,Matt Walsh,Maura Tierney,Will Ferrell,67005,10026,55000000
The Pirates! Band of Misfits ,Peter Lord,101,English,UK,2012,6.7,2.35,0,91,591,796,4000,Brian Blessed,Russell Tovey,Salma Hayek,36877,6254,55000000
Changeling ,Clint Eastwood,387,English,USA,2008,7.8,2.35,14000,16000,539,963,11000,Colm Feore,Michael Kelly,Angelina Jolie Pitt,199056,12840,55000000
Chain Reaction ,Andrew Davis,95,English,USA,1996,5.6,1.85,1000,99,581,11000,18000,Kevin Dunn,Morgan Freeman,Keanu Reeves,40346,31014,50000000
The Fan ,Tony Scott,89,English,USA,1996,5.8,2.35,0,12000,552,617,22000,Ellen Barkin,Kurt Fuller,Robert De Niro,38533,24618,55000000
The Phantom of the Opera ,Joel Schumacher,2047,English,UK,2004,7.4,2.35,0,541,530,893,18000,Miranda Richardson,Minnie Driver,Gerard Butler,96654,20660,70000000
Elizabeth: The Golden Age ,Shekhar Kapur,216,English,UK,2007,6.9,1.85,0,159,877,2000,13000,Jordi Mollà,Abbie Cornish,Eddie Redmayne,54787,16899,55000000
Æon Flux ,Karyn Kusama,532,English,USA,2005,5.5,2.35,0,45,352,460,9000,Paterson Joseph,Sophie Okonedo,Charlize Theron,110614,10185,62000000
Gods and Generals ,Ron Maxwell,497,English,USA,2003,6.3,2.35,953,33,67,640,789,John Castle,Bruce Boxleitner,Billy Campbell,13215,1671,56000000
Turbulence ,Robert Butler,84,English,USA,1997,4.7,2.35,316,0,745,879,995,Jeffrey DeMunn,Lauren Holly,Hector Elizondo,8983,3952,71000000
Imagine That ,Karey Kirkpatrick,39,English,USA,2009,5.6,2.35,610,11,506,605,939,Richard Schiff,Ronny Cox,Stephen Root,10417,3742,55000000
Muppets Most Wanted ,James Bobin,110,English,USA,2014,6.4,1.85,10000,33,518,2000,3000,Hugh Bonneville,Tina Fey,Ty Burrell,24285,6089,50000000
Thunderbirds ,Jonathan Frakes,229,English,UK,2004,4.2,1.85,437,906,287,579,956,Brady Corbet,Philip Winchester,Sophia Myles,11148,2260,57000000
Burlesque ,Steve Antin,222,English,USA,2010,6.4,2.35,19000,59,676,828,2000,David Walton,Peter Gallagher,Eric Dane,61680,4315,55000000
A Very Long Engagement ,Jean-Pierre Jeunet,239,French,France,2004,7.7,2.35,0,0,46,52,226,Albert Dupontel,André Dussollier,Denis Lavant,62607,405,47000000
Lolita ,Stanley Kubrick,207,English,UK,1962,7.7,1.66,0,0,177,367,617,Lois Maxwell,Shelley Winters,James Mason,67822,1403,2000000
Eye See You ,Jim Gillespie,142,English,USA,2002,5.3,2.35,448,13,534,854,13000,Charles S. Dutton,Tom Berenger,Sylvester Stallone,19706,15803,55000000
Blade II ,Guillermo del Toro,559,English,USA,2002,6.7,1.85,0,0,845,919,12000,Tony Curran,Thomas Kretschmann,Norman Reedus,158267,15371,54000000
Seven Pounds ,Gabriele Muccino,599,English,USA,2008,7.7,2.35,26000,125,835,3000,10000,Madison Pettis,Rosario Dawson,Will Smith,232710,14727,55000000
Bullet to the Head ,Walter Hill,131,English,USA,2012,5.7,1.85,10000,394,565,11000,13000,Jon Seda,Jason Momoa,Sylvester Stallone,39247,25418,55000000
The Godfather: Part III ,Francis Ford Coppola,545,English,USA,1990,7.6,1.85,0,0,889,1000,14000,Bridget Fonda,Joe Mantegna,Al Pacino,267980,16949,54000000
Elizabethtown ,Cameron Crowe,495,English,USA,2005,6.4,1.85,0,488,2000,4000,5000,Judy Greer,Kirsten Dunst,Orlando Bloom,58658,12700,57000000
"You, Me and Dupree ",Anthony Russo,195,English,USA,2006,5.6,1.85,0,94,240,245,277,Amanda Detmer,Billy Gardell,Todd Stashwick,68417,847,54000000
Superman II ,Richard Lester,269,English,USA,1980,6.8,2.35,0,44,420,467,593,Jackie Cooper,Ned Beatty,Margot Kidder,76331,2908,54000000
Gigli ,Martin Brest,418,English,USA,2003,2.4,2.35,2000,102,43,62,117,David Backus,Lenny Venito,Todd Giebenhain,41620,286,54000000
All the King's Men ,Steven Zaillian,178,English,Germany,2006,6.2,1.85,0,234,581,12000,14000,Kevin Dunn,Anthony Hopkins,Kate Winslet,20740,27614,55000000
Shaft ,John Singleton,301,English,Germany,2000,5.9,2.35,0,309,577,1000,23000,Daniel von Bargen,Vanessa Williams,Christian Bale,58416,26527,46000000
Anastasia ,Don Bluth,191,English,USA,1997,7.1,2.35,0,383,753,808,4000,Bernadette Peters,Kelsey Grammer,Kirsten Dunst,86347,6017,50000000
Moulin Rouge! ,Baz Luhrmann,2319,English,USA,2001,7.6,2.35,10000,1000,653,691,1000,Richard Roxburgh,Kylie Minogue,Jim Broadbent,224013,2601,52500000
Domestic Disturbance ,Harold Becker,190,English,USA,2001,5.5,2.35,361,17,303,708,12000,Matt O'Leary,Teri Polo,Steve Buscemi,21283,13390,53000000
Black Mass ,Scott Cooper,289,English,USA,2015,7,2.35,44000,108,3000,19000,40000,Adam Scott,Benedict Cumberbatch,Johnny Depp,115216,63769,53000000
Flags of Our Fathers ,Clint Eastwood,415,English,USA,2006,7.1,2.35,0,16000,310,638,23000,Tom McCarthy,Chris Bauer,Paul Walker,101221,24468,90000000
Law Abiding Citizen ,F. Gary Gray,429,English,USA,2009,7.4,2.35,21000,473,963,1000,18000,Michael Kelly,Leslie Bibb,Gerard Butler,217480,22517,50000000
Grindhouse ,Robert Rodriguez,532,English,USA,2007,7.6,2.35,0,0,1000,3000,16000,Zoë Bell,Rosario Dawson,Quentin Tarantino,155496,22186,53000000
Beloved ,Jonathan Demme,207,English,USA,1998,5.9,1.85,853,438,466,637,852,Hill Harper,Kimberly Elise,Oprah Winfrey,6082,2397,55000000
Lucky You ,Curtis Hanson,63,English,USA,2007,5.9,2.35,672,161,681,3000,21000,Kelvin Han Yee,Robert Duvall,Robert Downey Jr.,18310,26334,55000000
Catch Me If You Can ,Steven Spielberg,667,English,USA,2002,8,1.85,15000,14000,3000,15000,29000,Jennifer Garner,Tom Hanks,Leonardo DiCaprio,525801,48153,52000000
Zero Dark Thirty ,Kathryn Bigelow,640,English,USA,2012,7.4,1.85,39000,0,304,1000,1000,Parker Sawyers,Harold Perrineau,Jennifer Ehle,216032,2759,40000000
The Break-Up ,Peyton Reed,483,English,USA,2006,5.8,1.85,0,235,931,957,4000,Ann-Margret,John Michael Higgins,Jon Favreau,102167,8315,52000000
Mamma Mia! ,Phyllida Lloyd,611,English,USA,2008,6.3,2.35,10000,58,838,11000,14000,Julie Walters,Meryl Streep,Colin Firth,145974,26002,52000000
Valentine's Day ,Garry Marshall,211,English,USA,2010,5.7,1.85,9000,0,11000,12000,14000,Anne Hathaway,Taylor Lautner,Bradley Cooper,95437,45696,52000000
The Dukes of Hazzard ,Jay Chandrasekhar,612,English,USA,2005,5.1,2.35,0,422,379,534,631,Michael Weston,Jessica Simpson,Alice Greczyn,66382,2297,50000000
The Thin Red Line ,Terrence Malick,1448,English,USA,1998,7.6,2.35,0,0,463,568,648,Dash Mihok,Miranda Otto,Nick Stahl,138941,1937,52000000
The Change-Up ,David Dobkin,149,English,USA,2011,6.4,2.35,13000,71,634,10000,16000,Mircea Monroe,Olivia Wilde,Ryan Reynolds,136680,28045,52000000
Man on the Moon ,Milos Forman,549,English,UK,1999,7.4,2.35,0,869,21,27,134,Tom Dreesen,Gerry Becker,Matt Price,100743,209,52000000
Casino ,Martin Scorsese,533,English,USA,1995,8.2,2.35,11000,17000,574,721,22000,Kevin Pollak,Don Rickles,Robert De Niro,333542,24183,52000000
From Paris with Love ,Pierre Morel,211,English,France,2010,6.5,2.35,0,180,75,135,211,Rebecca Dayan,Amber Rose Revah,Kasia Smutniak,97775,488,52000000
Bulletproof Monk ,Paul Hunter,180,English,USA,2003,5.5,2.35,846,13,343,691,961,Victoria Smurfit,Mako,Jaime King,42324,2422,52000000
"Me, Myself & Irene ",Bobby Farrelly,481,English,USA,2000,6.5,1.85,0,101,79,624,889,Rob Moran,Tony Cox,Robert Forster,185878,1711,51000000
Barnyard ,Steve Oedekerk,155,English,Germany,2006,5.6,1.85,605,176,523,560,677,Maurice LaMarche,Wanda Sykes,Rob Paulsen,21396,2055,51000000
Deck the Halls ,John Whitesell,110,English,USA,2006,4.9,1.85,1000,14,728,1000,2000,Alia Shawkat,Jorge Garcia,Matthew Broderick,15740,5468,
The Twilight Saga: New Moon ,Chris Weitz,919,English,USA,2009,4.6,2.35,13000,129,12000,17000,21000,Taylor Lautner,Kristen Stewart,Robert Pattinson,220758,64040,50000000
Shrek ,Andrew Adamson,945,English,USA,2001,7.9,1.85,0,80,21,50,145,Bobby Block,Chris Miller,Kathleen Freeman,467113,275,60000000
The Adjustment Bureau ,George Nolfi,407,English,USA,2011,7.1,1.85,36000,53,593,963,13000,Jon Stewart,Michael Kelly,Matt Damon,200035,14607,50200000
Robin Hood: Prince of Thieves ,Kevin Reynolds,322,English,USA,1991,6.9,1.85,0,58,720,11000,25000,Michael Wincott,Morgan Freeman,Alan Rickman,145257,38518,48000000
Jerry Maguire ,Cameron Crowe,318,English,USA,1996,7.3,1.85,0,488,597,743,10000,Bonnie Hunt,Kelly Preston,Tom Cruise,189923,12182,50000000
Ted ,Seth MacFarlane,623,English,USA,2012,7,1.85,74000,3000,1000,3000,15000,Tom Skerritt,Seth MacFarlane,Mila Kunis,471644,21773,50000000
As Good as It Gets ,James L. Brooks,470,English,USA,1997,7.7,1.85,11000,274,285,440,625,Shirley Knight,Yeardley Smith,Lupe Ontiveros,224671,1474,50000000
Patch Adams ,Tom Shadyac,375,English,USA,1998,6.7,2.35,0,293,878,22000,49000,Monica Potter,Philip Seymour Hoffman,Robin Williams,80580,74382,50000000
Anchorman 2: The Legend Continues ,Adam McKay,346,English,USA,2013,6.3,2.35,41000,285,7000,8000,11000,Steve Carell,Will Ferrell,Harrison Ford,131227,28176,50000000
Mr. Deeds ,Steven Brill,309,English,USA,2002,5.8,1.85,0,65,828,11000,12000,Peter Gallagher,Adam Sandler,Steve Buscemi,110432,26826,50000000
Super 8 ,J.J. Abrams,849,English,USA,2011,7.1,2.35,37000,14000,417,560,1000,Zach Mills,AJ Michalka,Joel Courtney,287822,3388,50000000
